Id,Category
314,2122.3809317150212
315,1860.7957280591042
316,1948.2075843687005
317,1909.237607132921
318,1929.3768161545443
319,1749.043790692784
320,2206.0782950343328
321,2039.1953960023595
322,2326.282163507728
323,2544.376524562863
324,2136.558476288832
325,1962.8769831225418
326,1671.5008468160534
327,2694.654447280254
328,2394.6806377202565
329,1687.4523377118617
330,2322.672842852443
331,2668.2116180595926
332,1800.0013711221006
333,2723.315959384089
334,1931.6554882363637
335,1792.801281471629
336,2228.913861750483
337,2703.964127079701
338,1854.1502655291029
339,2322.121801332276
340,2480.5909383856606
341,2273.4541993352505
342,1647.3129895541406
343,2086.349613425247
344,1826.208641719441
345,2288.022911047292
346,2165.3788108694216
347,1632.0649581844782
348,1426.0327667544948
349,2817.465348527781
350,2447.5576580920274
351,2006.393321875012
352,2330.2166845904535
353,1818.3515703183523
354,2216.887063664457
355,2396.83875783017
356,1822.5508816636443
357,2696.5491614201446
358,1684.1057264244662
359,1868.5917943519896
360,2621.928499285706
361,2039.4527173634758
362,2159.646385973781
363,1980.575295895911
364,2493.08336360258
365,2158.982170400177
366,2606.326745377205
367,2603.190323305717
368,2158.0875769258632
369,2675.170456806885
370,2213.897615970022
371,1556.9561098950585
372,1759.3990660663512
373,2250.6279000768795
374,1918.0720313427928
375,1946.3135797214072
376,2482.8168407106255
377,1802.7783636555066
378,2065.6511964688143
379,2275.905270137587
380,2201.624855936599
381,2502.037229578633
382,1507.3930498331167
383,2229.0040032221486
384,2125.738487506153
385,2153.0775537104287
386,2279.942981288464
387,2110.5106256546514
388,2328.4390774112394
389,2473.9697825666963
390,2488.1646589290362
391,2337.702251946307
392,2243.752766864466
393,1810.1239410840572
394,2090.500952083207
395,2151.0033888891044
396,2486.111503602244
397,2445.352741590371
398,2276.744539342856
399,2157.6730500262706
400,2324.789786418466
401,2807.11623505148
402,1598.1409470555745
403,1835.4182784147185
404,1543.191804662174
405,2415.8030032171096
406,2069.824148123861
407,2616.844193417037
408,2161.149098594674
409,2263.6685250116843
410,1870.2250920620952
411,2182.441530051504
412,2370.5110592452775
413,2038.1066084818085
414,2673.25604429174
415,2219.374559337593
416,2467.2901027177295
417,2291.948103255234
418,2056.2291061800665
419,2069.870492077648
420,1763.2495664614426
421,2208.0795961435892
422,1844.1951487007161
423,2001.5379319659928
424,2469.0323119279255
425,2488.025324387041
426,2883.6461845679987
427,2354.1033904700435
428,1637.9679782813569
429,1626.3664902321073
430,1733.512043456576
431,2287.293941281747
432,2174.419688988368
433,2946.239768714421
434,1516.848627175194
435,1774.8954631089014
436,1976.6107984610599
437,1876.1692649954311
438,2090.0552006706644
439,2291.7029395475056
440,1857.1801646810106
441,1992.3931498308311
442,1749.391157398929
443,1829.0059250403929
444,2047.0336656707184
445,2003.9959586444154
446,2375.1926028948596
447,1881.3306323929814
448,1570.295156809376
449,2239.9971774235505
450,2307.033824456983
451,2890.3856495854534
452,2120.886386305448
453,2199.1975688138014
454,2462.458144338724
455,2338.2240057081617
456,1813.502013109827
457,2321.4420166934456
458,2064.5462849351343
459,2755.06863339295
460,2172.314239741812
461,2008.989057246257
462,2614.6696502613336
463,2397.3893414604377
464,2461.4027149532567
465,2033.8794951429632
466,2138.569212743101
467,2322.281575847628
468,2779.4763934653283
469,2690.9599798688264
470,2393.0173758703972
471,1500.4274075456622
472,2423.0607832738633
473,2435.073402517841
474,2814.97611642176
475,1725.198951248303
476,2406.8408749149103
477,1946.7858250144382
478,2240.8469657695186
479,1672.4205830821697
480,2191.558826804243
481,2083.5116454422764
482,2623.307750765764
483,1958.525815426126
484,1884.1105921930039
485,1996.9393007341448
486,2112.927341331032
487,1724.2326704323086
488,1984.5133914879357
489,1922.2916623612737
490,1637.3582965937046
491,2571.1517861024327
492,2909.8249594268136
493,1742.0200110839564
494,2554.6203056128575
495,1752.2229069782456
496,2306.334451620372
497,1765.9964437870894
498,1759.3366870091272
499,2373.1347004973372
500,2178.3632236331196
501,2408.882919532343
502,2839.3292923814597
503,2752.5120025223455
504,2227.097089733058
505,1894.1170935878254
506,2072.61027339048
507,1541.3905879817737
508,2647.1380474841408
509,2377.4427730567627
510,2982.9253684855457
511,2249.3277468870765
512,2641.312822978516
513,1972.7404833111057
514,2076.478399058981
515,1778.7956466193787
516,1963.9494130595954
517,1978.8246929880384
518,2320.995278584507
519,2161.7409071680036
520,2162.4673370372984
521,2389.120552371435
522,2260.6018089159834
523,2136.2479350837334
524,1849.8156570870417
525,2862.562341736869
526,2127.7518756444006
527,1945.687828831799
528,2693.31155455281
529,1662.186545747739
530,1759.1666415790278
531,2194.770384043105
532,2302.7833352041766
533,1632.338734435561
534,2356.73686287334
535,2076.280043801178
536,2145.333076185687
537,2613.254403621586
538,1962.405793972256
539,2009.9658865032316
540,1680.6399850891555
541,2587.895928972533
542,2569.9361258217687
543,2524.24958494749
544,1275.595554815721
545,2114.114917444347
546,1776.52792996917
547,2492.092428632693
548,2475.7320554879952
549,1767.083656669711
550,2021.9887053345335
551,2262.194906704933
552,2433.9413427692493
553,1844.366920250044
554,1722.7646388141177
555,2239.1642129006154
556,2558.507140439599
557,2155.7308104581243
558,2517.9789039342095
559,2332.0609109486413
560,1992.3245957064833
561,2076.7499903272087
562,2580.255791132566
563,1831.5400629834346
564,1728.7902235221225
565,1823.13828147874
566,2018.3409334651178
567,1963.329839927029
568,1878.3954830614628
569,2411.425824472551
570,1857.655580421594
571,2064.9447626406236
572,1969.7955016826108
573,1696.7498341804016
574,2133.3944899299986
575,2074.720394093081
576,2573.796603040255
577,2383.242241091164
578,2684.4427679766286
579,1862.8193406749604
580,2135.095595924358
581,2662.4786139491516
582,1972.1934955453155
583,2343.2476800489812
584,1473.0874543308405
585,1990.287100590427
586,2251.3208786327864
587,2674.886910035301
588,2854.409211110025
589,1902.0140498079857
590,2198.8313464417297
591,2409.2804480262107
592,2209.148434368649
593,2043.3665683242448
594,1841.8515582538807
595,1825.7339829034527
596,1646.6036469451544
597,1775.0662838549238
598,2267.1609545768397
599,2384.2709785970774
600,1706.3832446920974
601,2404.7350930257494
602,2620.660786103499
603,2203.828319419876
604,2049.904556311254
605,2425.815026875508
606,1792.969351786876
607,1926.321049492545
608,2349.0445240997065
609,1941.223490800488
610,2112.285204075995
611,2632.557490342965
612,2478.1460061599137
613,2271.744241769613
614,2134.040494009083
615,2076.602709151171
616,1715.4748885372442
617,2866.270946295737
618,2341.9989506075826
619,2557.4075360725615
620,1963.3240071974762
621,2500.2540335315553
622,2239.700739377925
623,2735.860807195761
624,2601.4031862031243
625,1636.335462145767
626,2705.834883163935
627,1739.9235611460758
628,1878.156221742734
629,1556.0654669843568
630,2192.566838488813
631,2808.592604649494
632,2285.825556341636
633,2159.6655837513213
634,2526.239046971484
635,2131.2899523624237
636,1905.8378163611553
637,1651.9974120924944
638,1876.0473743306993
639,2711.128461018785
640,2314.9762147391684
641,1735.3411805546095
642,2311.260552576103
643,1956.231835790355
644,1818.3396341171026
645,2327.59083895409
646,2632.394662330443
647,2346.4554937695098
648,2704.4012753129114
649,1801.2970843509934
650,2520.652072824605
651,2308.7257437256644
652,2233.9406569346147
653,1777.952812746535
654,2725.5639926963863
655,1689.0266696188137
656,1992.2390569488246
657,2230.0390105353194
658,1880.9218108376476
659,2625.463640820078
660,2051.697275278867
661,2084.2684351546504
662,2329.495950344178
663,1860.5237579960822
664,2200.0150963048677
665,2114.3971777483284
666,2241.050048755329
667,2721.0187453464396
668,2794.9739931716504
669,2327.77705708879
670,2278.485480333721
671,2235.2302991450465
672,2333.472071197763
673,2091.9181423466084
674,2447.0490332696263
675,2123.9381633095018
676,1964.38338406837
677,2506.7114499019694
678,1755.7182356167978
679,2170.906533772185
680,1986.9812374903424
681,2590.5865418754156
682,2230.1379926966265
683,2096.5545155685513
684,1790.6118625952522
685,2506.4083506390643
686,1957.4077582809036
687,2247.1211546904565
688,2063.4498649414722
689,2016.1048181762997
690,2227.447666606898
691,2242.706130667404
692,1860.6124507332493
693,2167.1951505592288
694,2210.7604194932787
695,2410.0143096462366
696,2477.830156757204
697,2097.7073192414605
698,2387.1195359257567
699,1520.5471116454119
700,2397.602478270828
701,2703.0286021684765
702,2165.331342052464
703,2051.531940165583
704,1775.6108962829765
705,2298.487028758069
706,2676.004185285464
707,2479.6241450581797
708,1222.1216269493648
709,2084.514199418692
710,1853.80580125439
711,2522.0277286829205
712,2163.091733819588
713,1812.7318852647468
714,1618.3447395364065
715,2351.00255815693
716,2258.847220365183
717,2318.1617665430185
718,2413.2985703867043
719,1729.6128906117865
720,2743.2943443763593
721,2194.3595332374457
722,1830.257910169648
723,2527.5166040527356
724,1919.258418685058
725,2634.1410053191694
726,2439.886551562907
727,2312.074092283969
728,2302.148632577282
729,1902.939302865489
730,2456.2364487364703
731,2648.4076159937645
732,2518.7768940629635
733,2528.3108658045776
734,2650.099548784122
735,2304.435020402219
736,2213.0403686817517
737,2970.4074754799785
738,2499.1086414599104
739,2198.9321631950725
740,2335.809985022075
741,2379.3985515479644
742,1860.3784536170554
743,2293.900310174485
744,1670.523918892981
745,2143.308931141161
746,2548.878136098645
747,2037.3990073390576
748,2428.88905319565
749,2642.7691389970364
750,2269.2608637622297
751,2140.6542688261625
752,2110.164125924898
753,1912.2407401506498
754,1989.3618895507504
755,2236.281010522208
756,2693.915201074459
757,1605.293253127451
758,2535.146233998556
759,2413.194597850245
760,2712.254984990464
761,2361.124205972089
762,2058.211448910826
763,1424.5233792582671
764,1794.1447729649485
765,2413.7163897169703
766,2455.580239759008
767,1800.9397855552781
768,1665.3374425718023
769,2751.6102163083015
770,2178.4439138794287
771,2418.075819901125
772,2483.8712774498663
773,2683.8246175921854
774,2211.4675538468214
775,2240.645117949384
776,1838.0817176432101
777,2198.2387524878122
778,2345.8062448131714
779,2030.0338979499352
780,2564.4598891400806
781,2112.5310054511597
782,1644.2342064870927
783,2214.6315036792353
784,2167.264921043534
785,2438.5390151547285
786,2264.3034611274443
787,2582.082676582442
788,1963.9680131291768
789,1953.2734550317414
790,1152.7838428798855
791,1974.0261106984444
792,2084.704168060261
793,2212.6972740777346
794,1482.9001136250185
795,2537.0164292613103
796,2352.4736337624286
797,2256.261911377327
798,2252.8083007716905
799,1698.2151518161522
800,1814.6838358748948
801,1918.2265169968489
802,2829.697326767759
803,2189.043269423279
804,2059.1026330626055
805,1831.2356089665573
806,1841.2761922533175
807,1810.8606454060728
808,2662.0302553094716
809,1755.4117635307928
810,2456.381970676551
811,2329.2814418813036
812,2496.1176128247703
813,1856.437548190548
814,2193.7913435246396
815,1804.643646485986
816,2136.9973253723283
817,1304.3803727060115
818,2139.4070803728537
819,2160.178481973752
820,2225.574828732714
821,2314.5326914354496
822,2378.1087525532826
823,2673.78915479671
824,2933.311564586304
825,2061.8455534122136
826,2323.996662028797
827,1080.9355960137707
828,2053.200754989406
829,1747.5097407511514
830,2023.2899614168123
831,2285.321018642056
832,2357.548460551698
833,2074.068595759516
834,2099.2073840539742
835,1930.329485757579
836,2303.992944815197
837,1901.6428218207245
838,1987.88834239803
839,2074.3673786071777
840,2375.9117715447396
841,2509.38362440002
842,2303.1489606976793
843,2355.707856050789
844,2246.791726133525
845,2174.0984904996612
846,2151.7777249179467
847,1939.217943199119
848,2513.4136627133025
849,2200.631824687646
850,2667.4427674140243
851,2275.9448987559485
852,2220.550894600343
853,2047.5808530315026
854,2539.8228017555157
855,1628.3194452866528
856,2580.8401306936016
857,2808.9464606035563
858,2114.498157714416
859,2117.1354616760427
860,2064.4753027050856
861,1805.572616625869
862,1660.098860474942
863,1648.0651421486414
864,1947.5037953457695
865,2749.9969304767396
866,2155.5939044158176
867,1842.5802575422126
868,2154.8319109144386
869,2446.0424265889023
870,2614.5262290532346
871,1884.1497051735655
872,2028.947846250606
873,2389.4621462827445
874,2036.0824028258376
875,2139.7685569624364
876,1680.0471449325742
877,2123.9984588024668
878,1993.7660704147202
879,2048.0731344378996
880,1876.154191761888
881,1824.4215971602498
882,2560.9681956724003
883,2348.704979089598
884,2344.225699244491
885,2187.325261180157
886,2243.4019449520406
887,2270.4871338391695
888,1177.419522071129
889,1977.038879499015
890,1682.7009514279684
891,1746.5927934705783
892,1931.9336264099761
893,2325.1394856399424
894,2805.393130825904
895,2031.753288896369
896,2233.981254424417
897,2489.3259398259997
898,2400.24081089093
899,2770.463400906213
900,2018.7282287585517
901,2334.6015994046484
902,1375.2720280238877
903,2878.9409557179456
904,2106.0784566879697
905,2310.2041589943537
906,1769.0644242735864
907,2352.458009112912
908,2520.573487463811
909,1740.78914029013
910,1923.5762476613731
911,1892.5284471461753
912,2294.7506880566266
913,2423.972792194564
914,2172.669282130988
915,2709.0244123155035
916,1863.9280043665658
917,2201.8211513159586
918,2238.892778862671
919,2065.5614215165156
920,2167.2593204100413
921,2655.2939941942473
922,2221.3848833641573
923,1883.8090584605684
924,2494.297879141362
925,2037.8744622635654
926,2525.032944626775
927,2282.5239508198247
928,1894.864959957887
929,2101.293805834949
930,2112.4660977589774
931,2416.488507689285
932,2314.8542513654234
933,2050.0126694583137
934,2473.7949715280374
935,2078.758550292008
936,2096.9838320048157
937,2300.049869916871
938,2230.6454404472506
939,2262.2251571440684
940,1996.0395677508118
941,2318.2520137081165
942,1790.0722899879584
943,1842.8478677564124
944,2117.6640705066475
945,2496.9623205887547
946,2329.238495347468
947,2205.067828898312
948,2486.139299904463
949,1940.2721798099842
950,2758.816355939555
951,2396.792051664901
952,1759.3870764786138
953,2332.976038607087
954,2363.660592395222
955,2610.0703201217675
956,1747.8074422276054
957,2009.294891411624
958,2037.0812685925187
959,1964.3497798715973
960,2408.008800967641
961,2491.648918462881
962,2062.227815446475
963,1752.151860364102
964,2290.994882711059
965,2460.9650390744364
966,1899.6523572804513
967,1581.7849534262166
968,2352.3276418731098
969,1882.5958380544334
970,2430.512434421445
971,1814.59299608068
972,2211.1420397243537
973,2130.3305359932247
974,2024.3921084530114
975,1741.065718251395
976,1950.8160108909397
977,2057.4820259231765
978,2428.412043802072
979,2133.4977695332186
980,2396.6242675693647
981,2281.0117302928525
982,1608.0794144150332
983,2616.561397736809
984,2684.8761822454962
985,2384.58562941331
986,1830.6847619248547
987,1985.286478521557
988,2011.3090078519824
989,2422.6713353788004
990,2485.236461484298
991,1966.193122876994
992,2195.4119592488896
993,2345.111256797458
994,1924.4976828066985
995,2037.6573029247388
996,2241.989255882304
997,1878.9956842758036
998,2135.552688453787
999,1943.3420301462158
